year,round,event_id,circuit,gp_name,country,location,dates,slug,url,status
1971,6,296,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1971/7/17 - 1971/7/17,,,Finished
1971,7,297,"Nürburgring, Germany",Germany Grand Prix,Germany,,1971/8/1 - 1971/8/1,,,Finished
1971,8,298,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1971/8/15 - 1971/8/15,,,Finished
1971,9,299,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1971/9/5 - 1971/9/5,,,Finished
1971,10,300,"Mosport International Raceway, Canada",Canada Grand Prix,Canada,,1971/9/19 - 1971/9/19,,,Finished
1971,11,301,"Watkins Glen International, United States",United States Grand Prix,United States,,1971/10/3 - 1971/10/3,,,Finished
1970,1,278,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1970/3/7 - 1970/3/7,,,Finished
1970,2,279,"Circuito Permanente del Jarama, Spain",Spain Grand Prix,Spain,,1970/4/19 - 1970/4/19,,,Finished
1970,3,280,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1970/5/10 - 1970/5/10,,,Finished
1970,4,281,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1970/6/7 - 1970/6/7,,,Finished
1970,5,282,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1970/6/21 - 1970/6/21,,,Finished
1970,6,283,"Charade Circuit, France",France Grand Prix,France,,1970/7/5 - 1970/7/5,,,Finished
1970,7,284,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1970/7/18 - 1970/7/18,,,Finished
1970,8,285,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1970/8/2 - 1970/8/2,,,Finished
1970,9,286,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1970/8/16 - 1970/8/16,,,Finished
1970,10,287,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1970/9/6 - 1970/9/6,,,Finished
1970,11,288,"Mont-Tremblant, Canada",Canada Grand Prix,Canada,,1970/9/20 - 1970/9/20,,,Finished
1970,12,289,"Watkins Glen International, United States",United States Grand Prix,United States,,1970/10/4 - 1970/10/4,,,Finished
1970,13,290,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1970/10/25 - 1970/10/25,,,Finished
1969,1,267,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1969/3/1 - 1969/3/1,,,Finished
1969,2,268,"Montjuïc Circuit, Spain",Spain Grand Prix,Spain,,1969/5/4 - 1969/5/4,,,Finished
1969,3,269,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1969/5/18 - 1969/5/18,,,Finished
1969,4,270,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1969/6/21 - 1969/6/21,,,Finished
1969,5,271,"Charade Circuit, France",France Grand Prix,France,,1969/7/6 - 1969/7/6,,,Finished
1969,6,272,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1969/7/19 - 1969/7/19,,,Finished
1969,7,273,"Nürburgring, Germany",Germany Grand Prix,Germany,,1969/8/3 - 1969/8/3,,,Finished
1969,8,274,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1969/9/7 - 1969/9/7,,,Finished
1969,9,275,"Mosport International Raceway, Canada",Canada Grand Prix,Canada,,1969/9/20 - 1969/9/20,,,Finished
1969,10,276,"Watkins Glen International, United States",United States Grand Prix,United States,,1969/10/5 - 1969/10/5,,,Finished
1969,11,277,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1969/10/19 - 1969/10/19,,,Finished
1968,1,255,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1968/1/1 - 1968/1/1,,,Finished
1968,2,256,"Circuito Permanente del Jarama, Spain",Spain Grand Prix,Spain,,1968/5/12 - 1968/5/12,,,Finished
1968,3,257,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1968/5/26 - 1968/5/26,,,Finished
1968,4,258,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1968/6/9 - 1968/6/9,,,Finished
1968,5,259,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1968/6/23 - 1968/6/23,,,Finished
1968,6,260,"Rouen les Essarts, France",France Grand Prix,France,,1968/7/7 - 1968/7/7,,,Finished
1968,7,261,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1968/7/20 - 1968/7/20,,,Finished
1968,8,262,"Nürburgring, Germany",Germany Grand Prix,Germany,,1968/8/4 - 1968/8/4,,,Finished
1968,9,263,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1968/9/8 - 1968/9/8,,,Finished
1968,10,264,"Mont-Tremblant, Canada",Canada Grand Prix,Canada,,1968/9/22 - 1968/9/22,,,Finished
1968,11,265,"Watkins Glen International, United States",United States Grand Prix,United States,,1968/10/6 - 1968/10/6,,,Finished
1968,12,266,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1968/11/3 - 1968/11/3,,,Finished
1967,1,244,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1967/1/2 - 1967/1/2,,,Finished
1967,2,245,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1967/5/7 - 1967/5/7,,,Finished
1967,3,246,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1967/6/4 - 1967/6/4,,,Finished
1967,4,247,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1967/6/18 - 1967/6/18,,,Finished
1967,5,248,"Bugatti Au Mans, France",France Grand Prix,France,,1967/7/2 - 1967/7/2,,,Finished
1967,6,249,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1967/7/15 - 1967/7/15,,,Finished
1967,7,250,"Nürburgring, Germany",Germany Grand Prix,Germany,,1967/8/6 - 1967/8/6,,,Finished
1967,8,251,"Mosport International Raceway, Canada",Canada Grand Prix,Canada,,1967/8/27 - 1967/8/27,,,Finished
1967,9,252,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1967/9/10 - 1967/9/10,,,Finished
1967,10,253,"Watkins Glen International, United States",United States Grand Prix,United States,,1967/10/1 - 1967/10/1,,,Finished
1967,11,254,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1967/10/22 - 1967/10/22,,,Finished
1966,1,235,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1966/5/22 - 1966/5/22,,,Finished
1966,2,236,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1966/6/12 - 1966/6/12,,,Finished
1966,3,237,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1966/7/3 - 1966/7/3,,,Finished
1966,4,238,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1966/7/16 - 1966/7/16,,,Finished
1966,5,239,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1966/7/24 - 1966/7/24,,,Finished
1966,6,240,"Nürburgring, Germany",Germany Grand Prix,Germany,,1966/8/7 - 1966/8/7,,,Finished
1966,7,241,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1966/9/4 - 1966/9/4,,,Finished
1966,8,242,"Watkins Glen International, United States",United States Grand Prix,United States,,1966/10/2 - 1966/10/2,,,Finished
1966,9,243,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1966/10/23 - 1966/10/23,,,Finished
1965,1,225,"Prince George Circuit, South Africa",South Africa Grand Prix,South Africa,,1965/1/1 - 1965/1/1,,,Finished
1965,2,226,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1965/5/30 - 1965/5/30,,,Finished
1965,3,227,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1965/6/13 - 1965/6/13,,,Finished
1965,4,228,"Charade Circuit, France",France Grand Prix,France,,1965/6/27 - 1965/6/27,,,Finished
1965,5,229,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1965/7/10 - 1965/7/10,,,Finished
1965,6,230,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1965/7/18 - 1965/7/18,,,Finished
1965,7,231,"Nürburgring, Germany",Germany Grand Prix,Germany,,1965/8/1 - 1965/8/1,,,Finished
1965,8,232,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1965/9/12 - 1965/9/12,,,Finished
1965,9,233,"Watkins Glen International, United States",United States Grand Prix,United States,,1965/10/3 - 1965/10/3,,,Finished
1965,10,234,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1965/10/24 - 1965/10/24,,,Finished
1964,1,215,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1964/5/10 - 1964/5/10,,,Finished
1964,2,216,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1964/5/24 - 1964/5/24,,,Finished
1964,3,217,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1964/6/14 - 1964/6/14,,,Finished
1964,4,218,"Rouen les Essarts, France",France Grand Prix,France,,1964/6/28 - 1964/6/28,,,Finished
1964,5,219,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1964/7/11 - 1964/7/11,,,Finished
1964,6,220,"Nürburgring, Germany",Germany Grand Prix,Germany,,1964/8/2 - 1964/8/2,,,Finished
1964,7,221,"Zeltweg Airfield, Austria",Austria Grand Prix,Austria,,1964/8/23 - 1964/8/23,,,Finished
1964,8,222,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1964/9/6 - 1964/9/6,,,Finished
1964,9,223,"Watkins Glen International, United States",United States Grand Prix,United States,,1964/10/4 - 1964/10/4,,,Finished
1964,10,224,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1964/10/25 - 1964/10/25,,,Finished
1963,1,205,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1963/5/26 - 1963/5/26,,,Finished
1963,2,206,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1963/6/9 - 1963/6/9,,,Finished
1963,3,207,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1963/6/23 - 1963/6/23,,,Finished
1963,4,208,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1963/6/30 - 1963/6/30,,,Finished
1963,5,209,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1963/7/20 - 1963/7/20,,,Finished
1963,6,210,"Nürburgring, Germany",Germany Grand Prix,Germany,,1963/8/4 - 1963/8/4,,,Finished
1963,7,211,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1963/9/8 - 1963/9/8,,,Finished
1963,8,212,"Watkins Glen International, United States",United States Grand Prix,United States,,1963/10/6 - 1963/10/6,,,Finished
1963,9,213,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1963/10/27 - 1963/10/27,,,Finished
1963,10,214,"Prince George Circuit, South Africa",South Africa Grand Prix,South Africa,,1963/12/28 - 1963/12/28,,,Finished
1962,1,196,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1962/5/20 - 1962/5/20,,,Finished
1962,2,197,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1962/6/3 - 1962/6/3,,,Finished
1962,3,198,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1962/6/17 - 1962/6/17,,,Finished
1962,4,199,"Rouen les Essarts, France",France Grand Prix,France,,1962/7/8 - 1962/7/8,,,Finished
1962,5,200,"Aintree Racecourse, Great Britain",Great Britain Grand Prix,Great Britain,,1962/7/21 - 1962/7/21,,,Finished
1962,6,201,"Nürburgring, Germany",Germany Grand Prix,Germany,,1962/8/5 - 1962/8/5,,,Finished
1962,7,202,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1962/9/16 - 1962/9/16,,,Finished
1962,8,203,"Watkins Glen International, United States",United States Grand Prix,United States,,1962/10/7 - 1962/10/7,,,Finished
1962,9,204,"Prince George Circuit, South Africa",South Africa Grand Prix,South Africa,,1962/12/29 - 1962/12/29,,,Finished
1961,1,188,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1961/5/14 - 1961/5/14,,,Finished
1961,2,189,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1961/5/22 - 1961/5/22,,,Finished
1961,3,190,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1961/6/18 - 1961/6/18,,,Finished
1961,4,191,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1961/7/2 - 1961/7/2,,,Finished
1961,5,192,"Aintree Racecourse, Great Britain",Great Britain Grand Prix,Great Britain,,1961/7/15 - 1961/7/15,,,Finished
1961,6,193,"Nürburgring, Germany",Germany Grand Prix,Germany,,1961/8/6 - 1961/8/6,,,Finished
1961,7,194,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1961/9/10 - 1961/9/10,,,Finished
1961,8,195,"Watkins Glen International, United States",United States Grand Prix,United States,,1961/10/8 - 1961/10/8,,,Finished
1960,1,178,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1960/2/7 - 1960/2/7,,,Finished
1960,2,179,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1960/5/29 - 1960/5/29,,,Finished
1960,3,180,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1960/5/30 - 1960/5/30,,,Finished
1960,4,181,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1960/6/6 - 1960/6/6,,,Finished
1960,5,182,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1960/6/19 - 1960/6/19,,,Finished
1960,6,183,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1960/7/3 - 1960/7/3,,,Finished
1960,7,184,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1960/7/16 - 1960/7/16,,,Finished
1960,8,185,"Circuit da Boavista, Portugal",Portugal Grand Prix,Portugal,,1960/8/14 - 1960/8/14,,,Finished
1960,9,186,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1960/9/4 - 1960/9/4,,,Finished
1960,10,187,"Riverside International Raceway, United States",United States Grand Prix,United States,,1960/11/20 - 1960/11/20,,,Finished
1959,1,169,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1959/5/10 - 1959/5/10,,,Finished
1959,2,170,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1959/5/30 - 1959/5/30,,,Finished
1959,3,171,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1959/5/31 - 1959/5/31,,,Finished
1959,4,172,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1959/7/5 - 1959/7/5,,,Finished
1959,5,173,"Aintree Racecourse, Great Britain",Great Britain Grand Prix,Great Britain,,1959/7/18 - 1959/7/18,,,Finished
1959,6,174,"Automobil-Verkehrs und Übungs-Straße, Germany",Germany Grand Prix,Germany,,1959/8/2 - 1959/8/2,,,Finished
1959,7,175,"Monsanto Park, Portugal",Portugal Grand Prix,Portugal,,1959/8/23 - 1959/8/23,,,Finished
1959,8,176,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1959/9/13 - 1959/9/13,,,Finished
1959,9,177,"Sebring Raceway, United States",United States Grand Prix,United States,,1959/12/12 - 1959/12/12,,,Finished
1958,1,158,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1958/1/19 - 1958/1/19,,,Finished
1958,2,159,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1958/5/18 - 1958/5/18,,,Finished
1958,3,160,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1958/5/26 - 1958/5/26,,,Finished
1958,4,161,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1958/5/30 - 1958/5/30,,,Finished
1958,5,162,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1958/6/15 - 1958/6/15,,,Finished
1958,6,163,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1958/7/6 - 1958/7/6,,,Finished
1958,7,164,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1958/7/19 - 1958/7/19,,,Finished
1958,8,165,"Nürburgring, Germany",Germany Grand Prix,Germany,,1958/8/3 - 1958/8/3,,,Finished
1958,9,166,"Circuit da Boavista, Portugal",Portugal Grand Prix,Portugal,,1958/8/24 - 1958/8/24,,,Finished
1958,10,167,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1958/9/7 - 1958/9/7,,,Finished
1958,11,168,"Ain-Diab Circuit, Morocco",Morocco Grand Prix,Morocco,,1958/10/19 - 1958/10/19,,,Finished
1957,1,150,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1957/1/13 - 1957/1/13,,,Finished
1957,2,151,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1957/5/19 - 1957/5/19,,,Finished
1957,3,152,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1957/5/30 - 1957/5/30,,,Finished
1957,4,153,"Rouen les Essarts, France",France Grand Prix,France,,1957/7/7 - 1957/7/7,,,Finished
1957,5,154,"Aintree Racecourse, Great Britain",Great Britain Grand Prix,Great Britain,,1957/7/20 - 1957/7/20,,,Finished
1957,6,155,"Nürburgring, Germany",Germany Grand Prix,Germany,,1957/8/4 - 1957/8/4,,,Finished
1957,7,156,"Pescara Circuit, Italy",Pescara Grand Prix,Pescara,,1957/8/18 - 1957/8/18,,,Finished
1957,8,157,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1957/9/8 - 1957/9/8,,,Finished
1956,1,142,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1956/1/22 - 1956/1/22,,,Finished
1956,2,143,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1956/5/13 - 1956/5/13,,,Finished
1956,3,144,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1956/5/30 - 1956/5/30,,,Finished
1956,4,145,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1956/6/3 - 1956/6/3,,,Finished
1956,5,146,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1956/7/1 - 1956/7/1,,,Finished
1956,6,147,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1956/7/14 - 1956/7/14,,,Finished
1956,7,148,"Nürburgring, Germany",Germany Grand Prix,Germany,,1956/8/5 - 1956/8/5,,,Finished
1956,8,149,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1956/9/2 - 1956/9/2,,,Finished
1955,1,135,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1955/1/16 - 1955/1/16,,,Finished
1955,2,136,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1955/5/22 - 1955/5/22,,,Finished
1955,3,137,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1955/5/30 - 1955/5/30,,,Finished
1955,4,138,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1955/6/5 - 1955/6/5,,,Finished
1955,5,139,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1955/6/19 - 1955/6/19,,,Finished
1955,6,140,"Aintree Racecourse, Great Britain",Great Britain Grand Prix,Great Britain,,1955/7/16 - 1955/7/16,,,Finished
1955,7,141,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1955/9/11 - 1955/9/11,,,Finished
1954,1,126,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1954/1/17 - 1954/1/17,,,Finished
1954,2,127,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1954/5/31 - 1954/5/31,,,Finished
1954,3,128,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1954/6/20 - 1954/6/20,,,Finished
1954,4,129,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1954/7/4 - 1954/7/4,,,Finished
1954,5,130,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1954/7/17 - 1954/7/17,,,Finished
1954,6,131,"Nürburgring, Germany",Germany Grand Prix,Germany,,1954/8/1 - 1954/8/1,,,Finished
1954,7,132,"Bremgarten, Switzerland",Switzerland Grand Prix,Switzerland,,1954/8/22 - 1954/8/22,,,Finished
1954,8,133,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1954/9/5 - 1954/9/5,,,Finished
1954,9,134,"Circuit de Pedralbes, Spain",Spain Grand Prix,Spain,,1954/10/24 - 1954/10/24,,,Finished
1953,1,117,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1953/1/18 - 1953/1/18,,,Finished
1953,2,118,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1953/5/30 - 1953/5/30,,,Finished
1953,3,119,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1953/6/7 - 1953/6/7,,,Finished
1953,4,120,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1953/6/21 - 1953/6/21,,,Finished
1953,5,121,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1953/7/5 - 1953/7/5,,,Finished
1953,6,122,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1953/7/18 - 1953/7/18,,,Finished
1953,7,123,"Nürburgring, Germany",Germany Grand Prix,Germany,,1953/8/2 - 1953/8/2,,,Finished
1953,8,124,"Bremgarten, Switzerland",Switzerland Grand Prix,Switzerland,,1953/8/23 - 1953/8/23,,,Finished
1953,9,125,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1953/9/13 - 1953/9/13,,,Finished
1952,1,109,"Bremgarten, Switzerland",Switzerland Grand Prix,Switzerland,,1952/5/18 - 1952/5/18,,,Finished
1952,2,110,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1952/5/30 - 1952/5/30,,,Finished
1952,3,111,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1952/6/22 - 1952/6/22,,,Finished
1952,4,112,"Rouen les Essarts, France",France Grand Prix,France,,1952/7/6 - 1952/7/6,,,Finished
1952,5,113,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1952/7/19 - 1952/7/19,,,Finished
1952,6,114,"Nürburgring, Germany",Germany Grand Prix,Germany,,1952/8/3 - 1952/8/3,,,Finished
1952,7,115,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1952/8/17 - 1952/8/17,,,Finished
1952,8,116,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1952/9/7 - 1952/9/7,,,Finished
1951,1,101,"Bremgarten, Switzerland",Switzerland Grand Prix,Switzerland,,1951/5/27 - 1951/5/27,,,Finished
1951,2,102,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1951/5/30 - 1951/5/30,,,Finished
1951,3,103,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1951/6/17 - 1951/6/17,,,Finished
1951,4,104,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1951/7/1 - 1951/7/1,,,Finished
1951,5,105,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1951/7/14 - 1951/7/14,,,Finished
1951,6,106,"Nürburgring, Germany",Germany Grand Prix,Germany,,1951/7/29 - 1951/7/29,,,Finished
1951,7,107,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1951/9/16 - 1951/9/16,,,Finished
1951,8,108,"Circuit de Pedralbes, Spain",Spain Grand Prix,Spain,,1951/10/28 - 1951/10/28,,,Finished
1950,7,100,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1950/9/3 - 1950/9/3,,,Finished
1950,1,94,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1950/5/13 - 1950/5/13,,,Finished
1950,2,95,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1950/5/21 - 1950/5/21,,,Finished
1950,3,96,"Indianapolis Motor Speedway, United States",Indianapolis Grand Prix,Indianapolis,,1950/5/30 - 1950/5/30,,,Finished
1950,4,97,"Bremgarten, Switzerland",Switzerland Grand Prix,Switzerland,,1950/6/4 - 1950/6/4,,,Finished
1950,5,98,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1950/6/18 - 1950/6/18,,,Finished
1950,6,99,"Circuit de Reims-Gueux, France",France Grand Prix,France,,1950/7/2 - 1950/7/2,,,Finished
