year,round,event_id,circuit,gp_name,country,location,dates,slug,url,status
1999,3,689,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1999/5/2 - 1999/5/2,,,Finished
1999,4,690,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1999/5/16 - 1999/5/16,,,Finished
1999,5,691,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,1999/5/30 - 1999/5/30,,,Finished
1999,6,692,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1999/6/13 - 1999/6/13,,,Finished
1999,7,693,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,1999/6/27 - 1999/6/27,,,Finished
1999,8,694,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1999/7/11 - 1999/7/11,,,Finished
1999,9,695,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1999/7/25 - 1999/7/25,,,Finished
1999,10,696,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1999/8/1 - 1999/8/1,,,Finished
1999,11,697,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1999/8/15 - 1999/8/15,,,Finished
1999,12,698,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1999/8/29 - 1999/8/29,,,Finished
1999,13,699,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1999/9/12 - 1999/9/12,,,Finished
1999,14,700,"Nürburgring, Germany",Europe Grand Prix,Europe,,1999/9/26 - 1999/9/26,,,Finished
1999,15,701,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,1999/10/17 - 1999/10/17,,,Finished
1999,16,702,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1999/10/31 - 1999/10/31,,,Finished
1998,1,671,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,1998/3/8 - 1998/3/8,,,Finished
1998,2,672,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1998/3/29 - 1998/3/29,,,Finished
1998,3,673,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1998/4/12 - 1998/4/12,,,Finished
1998,4,674,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1998/4/26 - 1998/4/26,,,Finished
1998,5,675,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,1998/5/10 - 1998/5/10,,,Finished
1998,6,676,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1998/5/24 - 1998/5/24,,,Finished
1998,7,677,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1998/6/7 - 1998/6/7,,,Finished
1998,8,678,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,1998/6/28 - 1998/6/28,,,Finished
1998,9,679,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1998/7/12 - 1998/7/12,,,Finished
1998,10,680,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1998/7/26 - 1998/7/26,,,Finished
1998,11,681,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1998/8/2 - 1998/8/2,,,Finished
1998,12,682,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1998/8/16 - 1998/8/16,,,Finished
1998,13,683,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1998/8/30 - 1998/8/30,,,Finished
1998,14,684,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1998/9/13 - 1998/9/13,,,Finished
1998,15,685,"Nürburgring, Germany",Luxembourg Grand Prix,Luxembourg,,1998/9/27 - 1998/9/27,,,Finished
1998,16,686,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1998/11/1 - 1998/11/1,,,Finished
1997,1,654,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,1997/3/9 - 1997/3/9,,,Finished
1997,2,655,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1997/3/30 - 1997/3/30,,,Finished
1997,3,656,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1997/4/13 - 1997/4/13,,,Finished
1997,4,657,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1997/4/27 - 1997/4/27,,,Finished
1997,5,658,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1997/5/11 - 1997/5/11,,,Finished
1997,6,659,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,1997/5/25 - 1997/5/25,,,Finished
1997,7,660,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1997/6/15 - 1997/6/15,,,Finished
1997,8,661,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,1997/6/29 - 1997/6/29,,,Finished
1997,9,662,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1997/7/13 - 1997/7/13,,,Finished
1997,10,663,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1997/7/27 - 1997/7/27,,,Finished
1997,11,664,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1997/8/10 - 1997/8/10,,,Finished
1997,12,665,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1997/8/24 - 1997/8/24,,,Finished
1997,13,666,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1997/9/7 - 1997/9/7,,,Finished
1997,14,667,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1997/9/21 - 1997/9/21,,,Finished
1997,15,668,"Nürburgring, Germany",Luxembourg Grand Prix,Luxembourg,,1997/9/28 - 1997/9/28,,,Finished
1997,16,669,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1997/10/12 - 1997/10/12,,,Finished
1997,17,670,"Circuito Permanente de Jerez, Spain",Europe Grand Prix,Europe,,1997/10/26 - 1997/10/26,,,Finished
1996,1,638,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,1996/3/10 - 1996/3/10,,,Finished
1996,2,639,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1996/3/31 - 1996/3/31,,,Finished
1996,3,640,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1996/4/7 - 1996/4/7,,,Finished
1996,4,641,"Nürburgring, Germany",Europe Grand Prix,Europe,,1996/4/28 - 1996/4/28,,,Finished
1996,5,642,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1996/5/5 - 1996/5/5,,,Finished
1996,6,643,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1996/5/19 - 1996/5/19,,,Finished
1996,7,644,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,1996/6/2 - 1996/6/2,,,Finished
1996,8,645,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1996/6/16 - 1996/6/16,,,Finished
1996,9,646,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,1996/6/30 - 1996/6/30,,,Finished
1996,10,647,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1996/7/14 - 1996/7/14,,,Finished
1996,11,648,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1996/7/28 - 1996/7/28,,,Finished
1996,12,649,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1996/8/11 - 1996/8/11,,,Finished
1996,13,650,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1996/8/25 - 1996/8/25,,,Finished
1996,14,651,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1996/9/8 - 1996/9/8,,,Finished
1996,15,652,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1996/9/22 - 1996/9/22,,,Finished
1996,16,653,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1996/10/13 - 1996/10/13,,,Finished
1995,1,621,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1995/3/26 - 1995/3/26,,,Finished
1995,2,622,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1995/4/9 - 1995/4/9,,,Finished
1995,3,623,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1995/4/30 - 1995/4/30,,,Finished
1995,4,624,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,1995/5/14 - 1995/5/14,,,Finished
1995,5,625,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1995/5/28 - 1995/5/28,,,Finished
1995,6,626,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1995/6/11 - 1995/6/11,,,Finished
1995,7,627,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,1995/7/2 - 1995/7/2,,,Finished
1995,8,628,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1995/7/16 - 1995/7/16,,,Finished
1995,9,629,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1995/7/30 - 1995/7/30,,,Finished
1995,10,630,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1995/8/13 - 1995/8/13,,,Finished
1995,11,631,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1995/8/27 - 1995/8/27,,,Finished
1995,12,632,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1995/9/10 - 1995/9/10,,,Finished
1995,13,633,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1995/9/24 - 1995/9/24,,,Finished
1995,14,634,"Nürburgring, Germany",Europe Grand Prix,Europe,,1995/10/1 - 1995/10/1,,,Finished
1995,15,635,"TI Circuit Aida, Japan",Pacific Grand Prix,Pacific,,1995/10/22 - 1995/10/22,,,Finished
1995,16,636,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1995/10/29 - 1995/10/29,,,Finished
1995,17,637,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1995/11/12 - 1995/11/12,,,Finished
1994,1,605,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1994/3/27 - 1994/3/27,,,Finished
1994,2,606,"TI Circuit Aida, Japan",Pacific Grand Prix,Pacific,,1994/4/17 - 1994/4/17,,,Finished
1994,3,607,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1994/5/1 - 1994/5/1,,,Finished
1994,4,608,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1994/5/15 - 1994/5/15,,,Finished
1994,5,609,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,1994/5/29 - 1994/5/29,,,Finished
1994,6,610,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1994/6/12 - 1994/6/12,,,Finished
1994,7,611,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,1994/7/3 - 1994/7/3,,,Finished
1994,8,612,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1994/7/10 - 1994/7/10,,,Finished
1994,9,613,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1994/7/31 - 1994/7/31,,,Finished
1994,10,614,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1994/8/14 - 1994/8/14,,,Finished
1994,11,615,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1994/8/28 - 1994/8/28,,,Finished
1994,12,616,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1994/9/11 - 1994/9/11,,,Finished
1994,13,617,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1994/9/25 - 1994/9/25,,,Finished
1994,14,618,"Circuito Permanente de Jerez, Spain",Europe Grand Prix,Europe,,1994/10/16 - 1994/10/16,,,Finished
1994,15,619,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1994/11/6 - 1994/11/6,,,Finished
1994,16,620,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1994/11/13 - 1994/11/13,,,Finished
1993,1,3,"Silverstone Circuit, Great Britain",South Africa Grand Prix,South Africa,,1993/7/11 - 1993/7/11,,,Finished
1993,2,590,"Kyalami Grand Prix Circuit, South Africa",Brazil Grand Prix,Brazil,,1993/3/14 - 1993/3/14,,,Finished
1993,3,591,"Autódromo José Carlos Pace, Brazil",Europe Grand Prix,Europe,,1993/3/28 - 1993/3/28,,,Finished
1993,4,592,"Donington Park, Great Britain",San Marino Grand Prix,San Marino,,1993/4/11 - 1993/4/11,,,Finished
1993,5,593,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",Spain Grand Prix,Spain,,1993/4/25 - 1993/4/25,,,Finished
1993,6,594,"Circuit de Barcelona-Catalunya, Spain",Monaco Grand Prix,Monaco,,1993/5/9 - 1993/5/9,,,Finished
1993,7,595,"Circuit de Monaco, Monaco",Canada Grand Prix,Canada,,1993/5/23 - 1993/5/23,,,Finished
1993,8,596,"Circuit Gilles-Villeneuve, Canada",France Grand Prix,France,,1993/6/13 - 1993/6/13,,,Finished
1993,9,597,"Circuit de Nevers Magny-Cours, France",Great Britain Grand Prix,Great Britain,,1993/7/4 - 1993/7/4,,,Finished
1993,10,598,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1993/7/25 - 1993/7/25,,,Finished
1993,11,599,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1993/8/15 - 1993/8/15,,,Finished
1993,12,600,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1993/8/29 - 1993/8/29,,,Finished
1993,13,601,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1993/9/12 - 1993/9/12,,,Finished
1993,14,602,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1993/9/26 - 1993/9/26,,,Finished
1993,15,603,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1993/10/24 - 1993/10/24,,,Finished
1993,16,604,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1993/11/7 - 1993/11/7,,,Finished
1992,1,2,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1992/3/1 - 1992/3/1,,,Finished
1992,2,575,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1992/3/22 - 1992/3/22,,,Finished
1992,3,576,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1992/4/5 - 1992/4/5,,,Finished
1992,4,577,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,1992/5/3 - 1992/5/3,,,Finished
1992,5,578,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1992/5/17 - 1992/5/17,,,Finished
1992,6,579,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1992/5/31 - 1992/5/31,,,Finished
1992,7,580,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1992/6/14 - 1992/6/14,,,Finished
1992,8,581,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,1992/7/5 - 1992/7/5,,,Finished
1992,9,582,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1992/7/12 - 1992/7/12,,,Finished
1992,10,583,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1992/7/26 - 1992/7/26,,,Finished
1992,11,584,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1992/8/16 - 1992/8/16,,,Finished
1992,12,585,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1992/8/30 - 1992/8/30,,,Finished
1992,13,586,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1992/9/13 - 1992/9/13,,,Finished
1992,14,587,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1992/9/27 - 1992/9/27,,,Finished
1992,15,588,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1992/10/25 - 1992/10/25,,,Finished
1992,16,589,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1992/11/8 - 1992/11/8,,,Finished
1991,1,559,"Phoenix Street Circuit, United States",United States Grand Prix,United States,,1991/3/10 - 1991/3/10,,,Finished
1991,2,560,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1991/3/24 - 1991/3/24,,,Finished
1991,3,561,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1991/4/28 - 1991/4/28,,,Finished
1991,4,562,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1991/5/12 - 1991/5/12,,,Finished
1991,5,563,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1991/6/2 - 1991/6/2,,,Finished
1991,6,564,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1991/6/16 - 1991/6/16,,,Finished
1991,7,565,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,1991/7/7 - 1991/7/7,,,Finished
1991,8,566,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1991/7/14 - 1991/7/14,,,Finished
1991,9,567,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1991/7/28 - 1991/7/28,,,Finished
1991,10,568,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1991/8/11 - 1991/8/11,,,Finished
1991,11,569,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1991/8/25 - 1991/8/25,,,Finished
1991,12,570,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1991/9/8 - 1991/9/8,,,Finished
1991,13,571,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1991/9/22 - 1991/9/22,,,Finished
1991,14,572,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,1991/9/29 - 1991/9/29,,,Finished
1991,15,573,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1991/10/20 - 1991/10/20,,,Finished
1991,16,574,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1991/11/3 - 1991/11/3,,,Finished
1990,1,64,"Phoenix Street Circuit, United States",United States Grand Prix,United States,,1990/3/11 - 1990/3/11,,,Finished
1990,2,65,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1990/3/25 - 1990/3/25,,,Finished
1990,3,66,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1990/5/13 - 1990/5/13,,,Finished
1990,4,67,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1990/5/27 - 1990/5/27,,,Finished
1990,5,68,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1990/6/10 - 1990/6/10,,,Finished
1990,6,69,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1990/6/24 - 1990/6/24,,,Finished
1990,7,70,"Circuit Paul Ricard, France",France Grand Prix,France,,1990/7/8 - 1990/7/8,,,Finished
1990,8,71,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1990/7/15 - 1990/7/15,,,Finished
1990,9,72,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1990/7/29 - 1990/7/29,,,Finished
1990,10,73,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1990/8/12 - 1990/8/12,,,Finished
1990,11,74,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1990/8/26 - 1990/8/26,,,Finished
1990,12,75,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1990/9/9 - 1990/9/9,,,Finished
1990,13,76,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1990/9/23 - 1990/9/23,,,Finished
1990,14,77,"Circuito Permanente de Jerez, Spain",Spain Grand Prix,Spain,,1990/9/30 - 1990/9/30,,,Finished
1990,15,78,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1990/10/21 - 1990/10/21,,,Finished
1990,16,79,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1990/11/4 - 1990/11/4,,,Finished
1989,1,543,"Autódromo Internacional do Rio de Janeiro, Brazil",Brazil Grand Prix,Brazil,,1989/3/26 - 1989/3/26,,,Finished
1989,2,544,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1989/4/23 - 1989/4/23,,,Finished
1989,3,545,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1989/5/7 - 1989/5/7,,,Finished
1989,4,546,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1989/5/28 - 1989/5/28,,,Finished
1989,5,547,"Phoenix Street Circuit, United States",United States Grand Prix,United States,,1989/6/4 - 1989/6/4,,,Finished
1989,6,548,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1989/6/18 - 1989/6/18,,,Finished
1989,7,549,"Circuit Paul Ricard, France",France Grand Prix,France,,1989/7/9 - 1989/7/9,,,Finished
1989,8,550,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1989/7/16 - 1989/7/16,,,Finished
1989,9,551,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1989/7/30 - 1989/7/30,,,Finished
1989,10,552,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1989/8/13 - 1989/8/13,,,Finished
1989,11,553,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1989/8/27 - 1989/8/27,,,Finished
1989,12,554,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1989/9/10 - 1989/9/10,,,Finished
1989,13,555,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1989/9/24 - 1989/9/24,,,Finished
1989,14,556,"Circuito Permanente de Jerez, Spain",Spain Grand Prix,Spain,,1989/10/1 - 1989/10/1,,,Finished
1989,15,557,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1989/10/22 - 1989/10/22,,,Finished
1989,16,558,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1989/11/5 - 1989/11/5,,,Finished
1988,1,527,"Autódromo Internacional do Rio de Janeiro, Brazil",Brazil Grand Prix,Brazil,,1988/4/3 - 1988/4/3,,,Finished
1988,2,528,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1988/5/1 - 1988/5/1,,,Finished
1988,3,529,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1988/5/15 - 1988/5/15,,,Finished
1988,4,530,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1988/5/29 - 1988/5/29,,,Finished
1988,5,531,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1988/6/12 - 1988/6/12,,,Finished
1988,6,532,"Detroit Street Circuit, United States",Detroit Grand Prix,Detroit,,1988/6/19 - 1988/6/19,,,Finished
1988,7,533,"Circuit Paul Ricard, France",France Grand Prix,France,,1988/7/3 - 1988/7/3,,,Finished
1988,8,534,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1988/7/10 - 1988/7/10,,,Finished
1988,9,535,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1988/7/24 - 1988/7/24,,,Finished
1988,10,536,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1988/8/7 - 1988/8/7,,,Finished
1988,11,537,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1988/8/28 - 1988/8/28,,,Finished
1988,12,538,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1988/9/11 - 1988/9/11,,,Finished
1988,13,539,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1988/9/25 - 1988/9/25,,,Finished
1988,14,540,"Circuito Permanente de Jerez, Spain",Spain Grand Prix,Spain,,1988/10/2 - 1988/10/2,,,Finished
1988,15,541,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1988/10/30 - 1988/10/30,,,Finished
1988,16,542,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1988/11/13 - 1988/11/13,,,Finished
1987,1,5,"Autódromo Internacional do Rio de Janeiro, Brazil",Brazil Grand Prix,Brazil,,1987/4/9 - 1987/4/12,,,Finished
1987,4,514,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1987/5/31 - 1987/5/31,,,Finished
1987,5,515,"Detroit Street Circuit, United States",Detroit Grand Prix,Detroit,,1987/6/21 - 1987/6/21,,,Finished
1987,6,516,"Circuit Paul Ricard, France",France Grand Prix,France,,1987/7/5 - 1987/7/5,,,Finished
1987,7,517,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1987/7/12 - 1987/7/12,,,Finished
1987,8,518,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1987/7/26 - 1987/7/26,,,Finished
1987,9,519,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1987/8/9 - 1987/8/9,,,Finished
1987,10,520,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1987/8/16 - 1987/8/16,,,Finished
1987,11,521,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1987/9/6 - 1987/9/6,,,Finished
1987,12,522,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1987/9/20 - 1987/9/20,,,Finished
1987,13,523,"Circuito Permanente de Jerez, Spain",Spain Grand Prix,Spain,,1987/9/27 - 1987/9/27,,,Finished
1987,14,524,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1987/10/18 - 1987/10/18,,,Finished
1987,15,525,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,1987/11/1 - 1987/11/1,,,Finished
1987,16,526,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1987/11/15 - 1987/11/15,,,Finished
1987,2,6,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1987/5/1 - 1987/5/3,,,Finished
1987,3,7,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1987/5/15 - 1987/5/17,,,Finished
1986,1,498,"Autódromo Internacional do Rio de Janeiro, Brazil",Brazil Grand Prix,Brazil,,1986/3/23 - 1986/3/23,,,Finished
1986,2,499,"Circuito Permanente de Jerez, Spain",Spain Grand Prix,Spain,,1986/4/13 - 1986/4/13,,,Finished
1986,3,500,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1986/4/27 - 1986/4/27,,,Finished
1986,4,501,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1986/5/11 - 1986/5/11,,,Finished
1986,5,502,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1986/5/25 - 1986/5/25,,,Finished
1986,6,503,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1986/6/15 - 1986/6/15,,,Finished
1986,7,504,"Detroit Street Circuit, United States",Detroit Grand Prix,Detroit,,1986/6/22 - 1986/6/22,,,Finished
1986,8,505,"Circuit Paul Ricard, France",France Grand Prix,France,,1986/7/6 - 1986/7/6,,,Finished
1986,9,506,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1986/7/13 - 1986/7/13,,,Finished
1986,10,507,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1986/7/27 - 1986/7/27,,,Finished
1986,11,508,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,1986/8/10 - 1986/8/10,,,Finished
